"ensembl_gene_id"	"go_id"	"go_term_name"	"go_term_type"	"gene_biotype"
"10486"	"TGME49-273630"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10487"	"TGME49-214260"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10488"	"TGME49-214260"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10489"	"TGME49-214260"	"GO:0050521"	"alpha-glucan, water dikinase activity"	"molecular_function"	"protein_coding"
"10490"	"TGME49-214260"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10491"	"TGME49-214260"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10492"	"TGME49-214260"	"GO:0102216"	"maltodextrin water dikinase"	"molecular_function"	"protein_coding"
"10493"	"TGME49-214260"	"GO:0102218"	"starch, H2O dikinase activity"	"molecular_function"	"protein_coding"
"10494"	"TGME49-214580"	"GO:0016274"	"protein-arginine N-methyltransferase activity"	"molecular_function"	"protein_coding"
"10495"	"TGME49-214580"	"GO:0018216"	"peptidyl-arginine methylation"	"biological_process"	"protein_coding"
"10496"	"TGME49-214580"	"GO:0035246"	"peptidyl-arginine N-methylation"	"biological_process"	"protein_coding"
"10497"	"TGME49-214580"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10498"	"TGME49-267530"	""	""	""	"protein_coding"
"10499"	"TGME49-310620"	"GO:2001070"	"starch binding"	"molecular_function"	"protein_coding"
"10500"	"TGME49-310620"	"GO:0030246"	"carbohydrate binding"	"molecular_function"	"protein_coding"
"10501"	"TGME49-219120"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"10502"	"TGME49-313560"	"GO:0005840"	"ribosome"	"cellular_component"	"protein_coding"
"10503"	"TGME49-230650"	""	""	""	"protein_coding"
"10504"	"TGME49-218540"	""	""	""	"protein_coding"
"10505"	"TGME49-270890"	""	""	""	"protein_coding"
"10506"	"TGME49-218950"	""	""	""	"protein_coding"
"10507"	"TGME49-232380"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10508"	"TGME49-233720"	"GO:0006351"	"transcription, DNA-templated"	"biological_process"	"protein_coding"
"10509"	"TGME49-233720"	"GO:0003899"	"DNA-directed 5'-3' RNA polymerase activity"	"molecular_function"	"protein_coding"
"10510"	"TGME49-233720"	"GO:0005665"	"RNA polymerase II, core complex"	"cellular_component"	"protein_coding"
"10511"	"TGME49-233720"	"GO:0005666"	"RNA polymerase III complex"	"cellular_component"	"protein_coding"
"10512"	"TGME49-233720"	"GO:0006383"	"transcription by RNA polymerase III"	"biological_process"	"protein_coding"
"10513"	"TGME49-233720"	"GO:0006366"	"transcription by RNA polymerase II"	"biological_process"	"protein_coding"
"10514"	"TGME49-233720"	"GO:0005736"	"RNA polymerase I complex"	"cellular_component"	"protein_coding"
"10515"	"TGME49-233720"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10516"	"TGME49-248730"	""	""	""	"protein_coding"
"10517"	"TGME49-224730"	""	""	""	"protein_coding"
"10518"	"TGME49-200330"	""	""	""	"protein_coding"
"10519"	"TGME49-215740"	"GO:0004402"	"histone acetyltransferase activity"	"molecular_function"	"protein_coding"
"10520"	"TGME49-215740"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"10521"	"TGME49-215740"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10522"	"TGME49-215740"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10523"	"TGME49-215740"	"GO:0016746"	"acyltransferase activity"	"molecular_function"	"protein_coding"
"10524"	"TGME49-215740"	"GO:0016573"	"histone acetylation"	"biological_process"	"protein_coding"
"10525"	"TGME49-215740"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10526"	"TGME49-271380"	""	""	""	"protein_coding"
"10527"	"TGME49-237410"	"GO:0004722"	"protein serine/threonine phosphatase activity"	"molecular_function"	"protein_coding"
"10528"	"TGME49-237410"	"GO:0016791"	"phosphatase activity"	"molecular_function"	"protein_coding"
"10529"	"TGME49-237410"	"GO:0006470"	"protein dephosphorylation"	"biological_process"	"protein_coding"
"10530"	"TGME49-315760"	"GO:0003700"	"DNA-binding transcription factor activity"	"molecular_function"	"protein_coding"
"10531"	"TGME49-315760"	"GO:0006355"	"regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"10532"	"TGME49-315760"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10533"	"TGME49-315760"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10534"	"TGME49-278620"	""	""	""	"protein_coding"
"10535"	"TGME49-312660"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10536"	"TGME49-312660"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10537"	"TGME49-310130"	"GO:0007020"	"microtubule nucleation"	"biological_process"	"protein_coding"
"10538"	"TGME49-310130"	"GO:0043015"	"gamma-tubulin binding"	"molecular_function"	"protein_coding"
"10539"	"TGME49-310130"	"GO:0000922"	"spindle pole"	"cellular_component"	"protein_coding"
"10540"	"TGME49-310130"	"GO:0005815"	"microtubule organizing center"	"cellular_component"	"protein_coding"
"10541"	"TGME49-310130"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"10542"	"TGME49-310130"	"GO:0005856"	"cytoskeleton"	"cellular_component"	"protein_coding"
"10543"	"TGME49-310130"	"GO:0005874"	"microtubule"	"cellular_component"	"protein_coding"
"10544"	"TGME49-310130"	"GO:0000226"	"microtubule cytoskeleton organization"	"biological_process"	"protein_coding"
"10545"	"TGME49-249390"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"10546"	"TGME49-249390"	"GO:0006520"	"cellular amino acid metabolic process"	"biological_process"	"protein_coding"
"10547"	"TGME49-249390"	"GO:0004352"	"glutamate dehydrogenase (NAD+) activity"	"molecular_function"	"protein_coding"
"10548"	"TGME49-223840"	"GO:0008152"	"metabolic process"	"biological_process"	"protein_coding"
"10549"	"TGME49-223840"	"GO:0003824"	"catalytic activity"	"molecular_function"	"protein_coding"
"10550"	"TGME49-223840"	"GO:0016829"	"lyase activity"	"molecular_function"	"protein_coding"
"10551"	"TGME49-223840"	"GO:0046912"	"acyltransferase, acyl groups converted into alkyl on transfer"	"molecular_function"	"protein_coding"
"10552"	"TGME49-223840"	"GO:0048037"	"obsolete cofactor binding"	"molecular_function"	"protein_coding"
"10553"	"TGME49-223840"	"GO:0003878"	"ATP citrate synthase activity"	"molecular_function"	"protein_coding"
"10554"	"TGME49-223840"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10555"	"TGME49-223840"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"10556"	"TGME49-223840"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10557"	"TGME49-223840"	"GO:0016746"	"acyltransferase activity"	"molecular_function"	"protein_coding"
"10558"	"TGME49-223840"	"GO:0006629"	"lipid metabolic process"	"biological_process"	"protein_coding"
"10559"	"TGME49-233960"	""	""	""	"protein_coding"
"10560"	"TGME49-275390"	""	""	""	"protein_coding"
"10561"	"TGME49-230030"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10562"	"TGME49-278310"	""	""	""	"protein_coding"
"10563"	"TGME49-225125"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"10564"	"TGME49-225125"	"GO:0006396"	"RNA processing"	"biological_process"	"protein_coding"
"10565"	"TGME49-225125"	"GO:0006364"	"rRNA processing"	"biological_process"	"protein_coding"
"10566"	"TGME49-225125"	"GO:0005730"	"nucleolus"	"cellular_component"	"protein_coding"
"10567"	"TGME49-225125"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10568"	"TGME49-251470"	""	""	""	"protein_coding"
"10569"	"TGME49-315450"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10570"	"TGME49-315450"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10571"	"TGME49-245560"	""	""	""	"protein_coding"
"10572"	"TGME49-313180"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10573"	"TGME49-313180"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"10574"	"TGME49-313180"	"GO:0004712"	"protein serine/threonine/tyrosine kinase activity"	"molecular_function"	"protein_coding"
"10575"	"TGME49-313180"	"GO:0004674"	"protein serine/threonine kinase activity"	"molecular_function"	"protein_coding"
"10576"	"TGME49-313180"	"GO:0045292"	"mRNA cis splicing, via spliceosome"	"biological_process"	"protein_coding"
"10577"	"TGME49-313180"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10578"	"TGME49-313180"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10579"	"TGME49-313180"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"10580"	"TGME49-313180"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10581"	"TGME49-313180"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10582"	"TGME49-313180"	"GO:0106310"	"protein serine kinase activity"	"molecular_function"	"protein_coding"
"10583"	"TGME49-313180"	"GO:0106311"	"protein threonine kinase activity"	"molecular_function"	"protein_coding"
"10584"	"TGME49-214090"	""	""	""	"protein_coding"
"10585"	"TGME49-316650"	""	""	""	"protein_coding"
"10586"	"TGME49-236830"	""	""	""	"protein_coding"
"10587"	"TGME49-218390"	""	""	""	"protein_coding"
"10588"	"TGME49-251730"	"GO:0017119"	"Golgi transport complex"	"cellular_component"	"protein_coding"
"10589"	"TGME49-251730"	"GO:0006891"	"intra-Golgi vesicle-mediated transport"	"biological_process"	"protein_coding"
"10590"	"TGME49-251730"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10591"	"TGME49-251730"	"GO:0005794"	"Golgi apparatus"	"cellular_component"	"protein_coding"
"10592"	"TGME49-269130"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10593"	"TGME49-269130"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10594"	"TGME49-249240"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"10595"	"TGME49-249240"	"GO:0047184"	"1-acylglycerophosphocholine O-acyltransferase activity"	"molecular_function"	"protein_coding"
"10596"	"TGME49-249240"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10597"	"TGME49-249240"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"10598"	"TGME49-249240"	"GO:0016746"	"acyltransferase activity"	"molecular_function"	"protein_coding"
"10599"	"TGME49-249240"	"GO:0019722"	"calcium-mediated signaling"	"biological_process"	"protein_coding"
"10600"	"TGME49-246635"	""	""	""	"protein_coding"
"10601"	"TGME49-228050"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10602"	"TGME49-228050"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10603"	"TGME49-227290"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"10604"	"TGME49-227290"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"10605"	"TGME49-227290"	"GO:0006355"	"regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"10606"	"TGME49-227290"	"GO:0006351"	"transcription, DNA-templated"	"biological_process"	"protein_coding"
"10607"	"TGME49-227290"	"GO:0032041"	"NAD-dependent histone deacetylase activity (H3-K14 specific)"	"molecular_function"	"protein_coding"
"10608"	"TGME49-227290"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"10609"	"TGME49-227290"	"GO:0016575"	"histone deacetylation"	"biological_process"	"protein_coding"
"10610"	"TGME49-227290"	"GO:0004407"	"histone deacetylase activity"	"molecular_function"	"protein_coding"
"10611"	"TGME49-227290"	"GO:0006325"	"chromatin organization"	"biological_process"	"protein_coding"
"10612"	"TGME49-227290"	"GO:0070932"	"histone H3 deacetylation"	"biological_process"	"protein_coding"
"10613"	"TGME49-225190"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10614"	"TGME49-225190"	"GO:0035299"	"inositol pentakisphosphate 2-kinase activity"	"molecular_function"	"protein_coding"
"10615"	"TGME49-225190"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10616"	"TGME49-225190"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10617"	"TGME49-225190"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10618"	"TGME49-217000"	""	""	""	"protein_coding"
"10619"	"TGME49-276910"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10620"	"TGME49-276910"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"10621"	"TGME49-276910"	"GO:0015031"	"protein transport"	"biological_process"	"protein_coding"
"10622"	"TGME49-276910"	"GO:0006621"	"protein retention in ER lumen"	"biological_process"	"protein_coding"
"10623"	"TGME49-276910"	"GO:0046923"	"ER retention sequence binding"	"molecular_function"	"protein_coding"
"10624"	"TGME49-276910"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10625"	"TGME49-276910"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"10626"	"TGME49-277530"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10627"	"TGME49-277530"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"10628"	"TGME49-277530"	"GO:0005694"	"chromosome"	"cellular_component"	"protein_coding"
"10629"	"TGME49-277530"	"GO:0006265"	"DNA topological change"	"biological_process"	"protein_coding"
"10630"	"TGME49-277530"	"GO:0003917"	"DNA topoisomerase type I (single strand cut, ATP-independent) activity"	"molecular_function"	"protein_coding"
"10631"	"TGME49-277530"	"GO:0003916"	"DNA topoisomerase activity"	"molecular_function"	"protein_coding"
"10632"	"TGME49-277530"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10633"	"TGME49-277530"	"GO:0016853"	"isomerase activity"	"molecular_function"	"protein_coding"
"10634"	"TGME49-248120"	""	""	""	"protein_coding"
"10635"	"TGME49-298620"	""	""	""	"protein_coding"
"10636"	"TGME49-312065"	""	""	""	"protein_coding"
"10637"	"TGME49-311810"	"GO:0008318"	"protein prenyltransferase activity"	"molecular_function"	"protein_coding"
"10638"	"TGME49-311810"	"GO:0018342"	"protein prenylation"	"biological_process"	"protein_coding"
"10639"	"TGME49-234950"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10640"	"TGME49-234950"	"GO:0004672"	"protein kinase activity"	"molecular_function"	"protein_coding"
"10641"	"TGME49-234950"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"10642"	"TGME49-234950"	"GO:0006468"	"protein phosphorylation"	"biological_process"	"protein_coding"
"10643"	"TGME49-234950"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"10644"	"TGME49-316520"	"GO:0003824"	"catalytic activity"	"molecular_function"	"protein_coding"
"10645"	"TGME49-316520"	"GO:0005975"	"carbohydrate metabolic process"	"biological_process"	"protein_coding"
"10646"	"TGME49-316520"	"GO:0003844"	"1,4-alpha-glucan branching enzyme activity"	"molecular_function"	"protein_coding"
"10647"	"TGME49-316520"	"GO:0005978"	"glycogen biosynthetic process"	"biological_process"	"protein_coding"
"10648"	"TGME49-316520"	"GO:0102752"	"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"	"molecular_function"	"protein_coding"
"10649"	"TGME49-316520"	"GO:0043169"	"cation binding"	"molecular_function"	"protein_coding"
"10650"	"TGME49-316520"	"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"molecular_function"	"protein_coding"
"10651"	"TGME49-316520"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10652"	"TGME49-316520"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"10653"	"TGME49-316520"	"GO:0005977"	"glycogen metabolic process"	"biological_process"	"protein_coding"
"10654"	"TGME49-271820"	"GO:0006464"	"cellular protein modification process"	"biological_process"	"protein_coding"
"10655"	"TGME49-271820"	"GO:0016874"	"ligase activity"	"molecular_function"	"protein_coding"
"10656"	"TGME49-271820"	"GO:0016779"	"nucleotidyltransferase activity"	"molecular_function"	"protein_coding"
"10657"	"TGME49-271820"	"GO:0009249"	"protein lipoylation"	"biological_process"	"protein_coding"
"10658"	"TGME49-271820"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10659"	"TGME49-271820"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"10660"	"TGME49-271820"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"10661"	"TGME49-271820"	"GO:0016979"	"lipoate-protein ligase activity"	"molecular_function"	"protein_coding"
"10662"	"TGME49-200240"	"GO:0005576"	"extracellular region"	"cellular_component"	"protein_coding"
"10663"	"TGME49-200240"	"GO:0006508"	"proteolysis"	"biological_process"	"protein_coding"
"10664"	"TGME49-200240"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10665"	"TGME49-278540"	""	""	""	"protein_coding"
"10666"	"TGME49-279355"	""	""	""	"protein_coding"
"10667"	"TGME49-276970"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"10668"	"TGME49-276970"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"10669"	"TGME49-216970"	"GO:0004402"	"histone acetyltransferase activity"	"molecular_function"	"protein_coding"
"10670"	"TGME49-216970"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"10671"	"TGME49-216970"	"GO:0016746"	"acyltransferase activity"	"molecular_function"	"protein_coding"
"10672"	"TGME49-216970"	"GO:0016573"	"histone acetylation"	"biological_process"	"protein_coding"
"10673"	"TGME49-216970"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"10674"	"TGME49-225060"	"GO:0005623"	"obsolete cell"	"cellular_component"	"protein_coding"
"10675"	"TGME49-225060"	"GO:0045454"	"cell redox homeostasis"	"biological_process"	"protein_coding"
"10676"	"TGME49-225060"	"GO:0047134"	"protein-disulfide reductase (NAD(P)) activity"	"molecular_function"	"protein_coding"
